"forecast_id","analysis_date","item_cd","market_group","horizon","forecast_mean","forecast_median","forecast_std","ci_lower","ci_upper","pi_lower","pi_upper","model_type","n_observations","pooling_level","created_at"
753,20260129,315,"21",1,21428.609668260255,2736.055716635342,297385.74858525203,83.23773507711404,91779.20566516335,83.23773507711404,91779.20566516335,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
754,20260129,315,"21",3,21592.872400169766,2771.6001081814225,380545.1152448833,97.04569705351238,95054.31573916342,97.04569705351238,95054.31573916342,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
755,20260129,315,"21",7,22766.715842965994,2796.7635765167306,407015.8825422838,82.86533106991904,91047.93553470187,82.86533106991904,91047.93553470187,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
756,20260129,315,"22",1,36154.24233276538,2942.3680591925277,615089.7272868189,67.94623060693772,133396.37024016684,67.94623060693772,133396.37024016684,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
757,20260129,315,"22",3,21394.394152244797,3045.755759279033,165800.8168795966,70.84831535388354,111562.42649056496,70.84831535388354,111562.42649056496,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
758,20260129,315,"22",7,33568.74011710056,2894.5094397685107,649655.6474077604,82.41367590109694,123203.69431325393,82.41367590109694,123203.69431325393,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
759,20260129,315,"24",1,14129.744999547655,2970.00964979728,84646.13158652784,87.07409282678879,80456.88968429404,87.07409282678879,80456.88968429404,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
760,20260129,315,"24",3,14567.649368847777,3058.179827763187,68049.07943334251,110.01695413520618,86489.29478479059,110.01695413520618,86489.29478479059,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
761,20260129,315,"24",7,15596.715138868374,3150.698344073883,75989.32319684346,98.12271794640709,99942.38616286323,98.12271794640709,99942.38616286323,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
762,20260129,315,"25",1,26016.598901937217,2854.790252888489,457184.8514411764,82.39051262028862,105099.02002322691,82.39051262028862,105099.02002322691,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
763,20260129,315,"25",3,16860.086936802636,2990.0134318362548,160963.0147439073,85.98622353480381,87700.59816658354,85.98622353480381,87700.59816658354,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
764,20260129,315,"25",7,26249.150041818466,2820.513082901368,731259.0547216187,93.79418562277345,85101.46882686981,93.79418562277345,85101.46882686981,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
765,20260129,315,"31",1,3528.495557826373,1527.8665385425256,6191.611343706454,113.14605086069211,19100.908932510334,113.14605086069211,19100.908932510334,empirical_bayes,6,partial,"2026-01-29 10:22:39"
766,20260129,315,"31",3,3869.6146555221194,1571.861476741117,7484.606872576578,125.4170992906317,21802.464349203416,125.4170992906317,21802.464349203416,empirical_bayes,6,partial,"2026-01-29 10:22:39"
767,20260129,315,"37",1,3857.2528972560435,1658.6340276334095,7697.6766842044535,122.74028053915941,22201.330923659545,122.74028053915941,22201.330923659545,empirical_bayes,3,partial,"2026-01-29 10:22:39"
768,20260129,315,"37",3,3666.170961666884,1615.750170603676,6192.7878571748315,129.8722206384807,21626.916242450534,129.8722206384807,21626.916242450534,empirical_bayes,3,partial,"2026-01-29 10:22:39"
769,20260129,315,"38",1,3128.0332173042016,1512.2629923357651,4969.140501233791,139.6425707139226,16137.273400454189,139.6425707139226,16137.273400454189,empirical_bayes,3,partial,"2026-01-29 10:22:39"
770,20260129,315,"38",3,4034.090557629863,1644.8489658616393,8768.883962815838,129.21624301556994,22205.05782667889,129.21624301556994,22205.05782667889,empirical_bayes,3,partial,"2026-01-29 10:22:39"
771,20260129,316,"11",1,30623.08880179742,2199.2824024966812,303268.49661271827,21.7387138310932,202416.52293832414,21.7387138310932,202416.52293832414,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
772,20260129,316,"11",3,45382.759370452455,2244.36789745042,1046722.5679910935,30.852386179587427,161287.9297778713,30.852386179587427,161287.9297778713,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
773,20260129,316,"11",7,36902.345891479585,1998.2191090091073,525190.1387088589,25.33869609365168,179295.0740299249,25.33869609365168,179295.0740299249,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
774,20260129,316,"11",14,34873.08388131343,2092.266061596842,331710.6159153036,26.977000180395414,174397.90765811945,26.977000180395414,174397.90765811945,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
775,20260129,316,"21",1,126941.71740005827,3328.7739578043584,2599551.926562741,51.10097051833069,263783.43939906533,51.10097051833069,263783.43939906533,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
776,20260129,316,"21",3,46489.26903491034,3233.90850060156,463872.1912505996,42.102626713201836,257630.0201761908,42.102626713201836,257630.0201761908,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
777,20260129,316,"21",7,46248.625576308856,3194.9964453942293,403611.030127896,46.53140611607374,280241.33664140024,46.53140611607374,280241.33664140024,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
778,20260129,316,"22",1,50741.6839786588,3810.6821062126774,521730.85370860674,48.78449663808066,265466.40668436093,48.78449663808066,265466.40668436093,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
779,20260129,316,"22",3,35560.895589153806,3987.5344180612124,202897.13787228032,56.69128871435396,225979.0763789427,56.69128871435396,225979.0763789427,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
780,20260129,316,"22",7,195142.86513928507,3819.012241608618,7675597.585603604,67.87389112938969,222722.1499074714,67.87389112938969,222722.1499074714,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
781,20260129,316,"24",1,36980.45367211118,3713.6988664429587,356709.840825729,54.002759325792155,193710.9425642183,54.002759325792155,193710.9425642183,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
782,20260129,316,"24",3,52589.429281642384,3736.6422172666257,527751.2104124337,46.71017054728919,268808.8280023226,46.71017054728919,268808.8280023226,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
783,20260129,316,"24",7,36531.42987432654,3807.800479761494,191053.91906914313,64.16080588578677,274546.53249145945,64.16080588578677,274546.53249145945,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
784,20260129,316,"25",1,51082.72907041948,4930.114625689157,357929.52645671787,73.22542275038965,331449.42045388476,73.22542275038965,331449.42045388476,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
785,20260129,316,"25",3,54421.04312948831,4528.6172246231345,468168.7778630398,75.51731669041622,289348.28149486583,75.51731669041622,289348.28149486583,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
786,20260129,316,"25",7,86950.68509692526,4861.878128817579,1029013.1442117532,71.37026239125103,384335.0990815921,71.37026239125103,384335.0990815921,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
787,20260129,316,"31",1,7274.07990009227,1941.4630554076016,22489.93411427534,97.36084870555695,48769.73365064429,97.36084870555695,48769.73365064429,empirical_bayes,6,partial,"2026-01-29 10:22:39"
788,20260129,316,"31",3,5668.333674899978,1804.310664355523,14168.212973428366,82.19213244233042,35781.48988687565,82.19213244233042,35781.48988687565,empirical_bayes,6,partial,"2026-01-29 10:22:39"
789,20260129,316,"37",1,5596.13940985778,1724.9073304382516,12531.572505897111,81.09965591658461,34935.507142598915,81.09965591658461,34935.507142598915,empirical_bayes,3,partial,"2026-01-29 10:22:39"
790,20260129,316,"37",3,5966.685630346541,1806.8725057898182,13531.125951155205,105.12116959983824,39483.81474362304,105.12116959983824,39483.81474362304,empirical_bayes,3,partial,"2026-01-29 10:22:39"
791,20260129,316,"38",1,5652.644625000693,1683.0377449132961,16889.77353350212,107.94698643563197,34878.855714958445,107.94698643563197,34878.855714958445,empirical_bayes,3,partial,"2026-01-29 10:22:39"
792,20260129,316,"38",3,5418.94635645482,1755.7365317956069,12174.000687649988,102.8256527613111,30074.95049515127,102.8256527613111,30074.95049515127,empirical_bayes,3,partial,"2026-01-29 10:22:39"
793,20260129,317,"11",1,22861.28603245446,1967.7014382321086,319395.66963756294,45.65993741529162,86049.63455028004,45.65993741529162,86049.63455028004,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
794,20260129,317,"11",3,19628.345901698543,1853.059316873489,215857.85674422196,40.74942704282309,98240.63863096786,40.74942704282309,98240.63863096786,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
795,20260129,317,"11",7,11466.9260316849,1749.796757039171,50660.37370033862,34.74246834885504,71796.49136533645,34.74246834885504,71796.49136533645,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
796,20260129,317,"11",14,20993.82060068862,1829.94916658943,394584.0721631124,43.532476496461584,78097.92765443183,43.532476496461584,78097.92765443183,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
797,20260129,317,"21",1,23580.555934473938,3089.010446147129,230944.8369562776,70.4899944140253,120505.53717938911,70.4899944140253,120505.53717938911,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
798,20260129,317,"21",3,30459.51716846224,2993.7292557253204,449637.6814446024,75.25674409602446,122095.30068781236,75.25674409602446,122095.30068781236,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
799,20260129,317,"21",7,32245.23329777332,2728.248609265682,660957.6860884432,64.3261102107786,118322.29645354027,64.3261102107786,118322.29645354027,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
800,20260129,317,"22",1,18722.955826925205,2801.4389967819834,123278.837490742,89.28595957554424,120355.32585183418,89.28595957554424,120355.32585183418,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
801,20260129,317,"22",3,18758.935369143408,3071.7785762318617,140480.99250264047,98.19255183887554,99195.85339159794,98.19255183887554,99195.85339159794,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
802,20260129,317,"22",7,25310.7561057942,2948.617184675052,261550.00402397648,70.69098169963856,133162.26692579553,70.69098169963856,133162.26692579553,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
803,20260129,317,"24",1,32004.812578017514,3593.725673108372,244698.4277541637,83.71046280283657,184225.67912382245,83.71046280283657,184225.67912382245,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
804,20260129,317,"24",3,21722.11341720678,3469.250270032968,105839.34148953007,88.08321609581073,143773.2523376563,88.08321609581073,143773.2523376563,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
805,20260129,317,"24",7,25714.10033762225,3565.4954706719627,156425.62073974914,72.7387372808149,168911.28205706752,72.7387372808149,168911.28205706752,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
806,20260129,317,"25",1,22371.934643762186,3220.4444547145968,191981.98396679913,96.53028892984744,110906.69715816053,96.53028892984744,110906.69715816053,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
807,20260129,317,"25",3,18314.106773579926,3156.124863506235,167881.766168534,78.13699033054125,99679.87110294795,78.13699033054125,99679.87110294795,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
808,20260129,317,"25",7,43193.03578384972,2886.419961805578,1374326.0034787357,89.83814269360772,84569.34624659145,89.83814269360772,84569.34624659145,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
809,20260129,317,"31",1,4303.262434300501,1686.273493240727,9430.135444068883,142.83940559290437,22922.405529773612,142.83940559290437,22922.405529773612,empirical_bayes,6,partial,"2026-01-29 10:22:39"
810,20260129,317,"31",3,4619.206364686661,1655.729617902469,12976.223667885737,124.56994209167343,29351.852990599007,124.56994209167343,29351.852990599007,empirical_bayes,6,partial,"2026-01-29 10:22:39"
811,20260129,317,"37",1,4185.479916538175,1468.1148764149684,11594.094698233801,99.92475266650673,23650.75275652922,99.92475266650673,23650.75275652922,empirical_bayes,3,partial,"2026-01-29 10:22:39"
812,20260129,317,"37",3,4169.562637721234,1531.9260359554814,7879.214609526038,128.17410065892406,29442.81063031984,128.17410065892406,29442.81063031984,empirical_bayes,3,partial,"2026-01-29 10:22:39"
813,20260129,317,"38",1,3803.6161823802645,1620.1823566308985,6557.533507057972,85.41405426568802,21403.074526103544,85.41405426568802,21403.074526103544,empirical_bayes,3,partial,"2026-01-29 10:22:39"
814,20260129,317,"38",3,3909.111853483742,1562.9756704391052,7517.9932520466455,123.71977014020365,21081.577377327856,123.71977014020365,21081.577377327856,empirical_bayes,3,partial,"2026-01-29 10:22:39"
815,20260129,318,"11",1,1717.1345141650038,1535.241985155264,842.9405157253276,643.8340075042817,3829.0060917565793,643.8340075042817,3829.0060917565793,empirical_bayes,7,partial,"2026-01-29 10:22:39"
816,20260129,318,"11",3,1664.4242807148578,1490.354490215178,789.5563544387735,645.9141559880405,3538.2207148126668,645.9141559880405,3538.2207148126668,empirical_bayes,7,partial,"2026-01-29 10:22:39"
817,20260129,318,"11",7,1737.874885787721,1524.908396039169,825.2680506677709,656.8074405073268,3709.5646559686365,656.8074405073268,3709.5646559686365,empirical_bayes,7,partial,"2026-01-29 10:22:39"
818,20260129,318,"21",1,1604.8395814525445,1513.6401357449458,578.0980355532042,751.456018917191,2946.534085443055,751.456018917191,2946.534085443055,empirical_bayes,4,partial,"2026-01-29 10:22:39"
819,20260129,318,"21",3,1638.8673547364515,1543.2885851851331,615.4603573963375,768.755461262286,3191.9759042326673,768.755461262286,3191.9759042326673,empirical_bayes,4,partial,"2026-01-29 10:22:39"
820,20260129,318,"22",1,1726.8293342210832,1475.5976962685595,1122.615938750836,438.4874082657103,4517.807322791952,438.4874082657103,4517.807322791952,empirical_bayes,3,partial,"2026-01-29 10:22:39"
821,20260129,318,"22",3,1760.6718514284278,1436.6879008633737,1177.2232530101273,465.8775212084849,4866.079424856648,465.8775212084849,4866.079424856648,empirical_bayes,3,partial,"2026-01-29 10:22:39"
822,20260129,318,"24",1,1784.9403377275041,1534.7926104211174,992.8055241288556,616.7502371096674,4544.423198589591,616.7502371096674,4544.423198589591,empirical_bayes,3,partial,"2026-01-29 10:22:39"
823,20260129,318,"24",3,1800.5082106885798,1591.5686429092439,996.0405596798406,569.4585107550167,4310.634362337117,569.4585107550167,4310.634362337117,empirical_bayes,3,partial,"2026-01-29 10:22:39"
824,20260129,318,"25",1,1760.304798965254,1525.0654964884689,984.1107415933892,570.0697026021901,4258.631213211526,570.0697026021901,4258.631213211526,empirical_bayes,3,partial,"2026-01-29 10:22:39"
825,20260129,318,"25",3,1821.6333304606105,1571.2847389272008,1011.2300032935095,606.6180247650159,4529.336390730526,606.6180247650159,4529.336390730526,empirical_bayes,3,partial,"2026-01-29 10:22:39"
826,20260129,318,"31",1,1693.0463341944921,1590.2243983415997,669.7751995204615,714.9162105267894,3257.0040915859727,714.9162105267894,3257.0040915859727,empirical_bayes,3,partial,"2026-01-29 10:22:39"
